PMID	genename	PTOterm	sent
26969743	AKT1	drought sensitivity	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	drought tolerance	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	drought tolerance	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	drought tolerance	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	drought tolerance	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
26969743	AKT1	drought tolerance	The most prominent result of OsAKT1 overexpression was a reduction in sensitivity to osmotic/drought stress in transgenic plants: the data suggest that AKT1 overexpression improved rice osmotic and drought stress tolerance by increasing tissue levels of K(+), especially in the root.
27020034	PaO	Thr	A highly conserved Thr residue of PaO was mutated into Ile in the eas1 mutant.
27020034	PaO	Thr	A highly conserved Thr residue of PaO was mutated into Ile in the eas1 mutant.
27020034	PaO	Thr	A highly conserved Thr residue of PaO was mutated into Ile in the eas1 mutant.
27020034	PaO	Thr	A highly conserved Thr residue of PaO was mutated into Ile in the eas1 mutant.
27095404	CCD1	salt tolerance	In sum, OsCCD1 gene probably affects the DREB2B and its downstream genes to positively regulate osmotic and salt tolerance in rice seedlings.
27095404	CCD1	salt tolerance	In sum, OsCCD1 gene probably affects the DREB2B and its downstream genes to positively regulate osmotic and salt tolerance in rice seedlings.
27208292	DET1	plant phenotype	The repression of OsDET1 had detrimental effects on plant development, and leaded to contradictory phenotypes related to abscisic acid (ABA) in OsDET1 interference (RNAi) plants.
27208292	DET1	plant phenotype	OsDET1 RNAi plants exhibited an ABA hypersensitivity phenotype.
27208309	bt2	nitrate uptake	Expression of the nitrate transporter genes NRT2.1 and NRT2.4 increased in the bt1/bt2 double mutant as compared to wild-type plants, with a concomitant 65% increase in nitrate uptake under low nitrate conditions.
27208309	bt2	nitrate uptake	Expression of the nitrate transporter genes NRT2.1 and NRT2.4 increased in the bt1/bt2 double mutant as compared to wild-type plants, with a concomitant 65% increase in nitrate uptake under low nitrate conditions.
27208309	bt1	nitrate uptake	Expression of the nitrate transporter genes NRT2.1 and NRT2.4 increased in the bt1/bt2 double mutant as compared to wild-type plants, with a concomitant 65% increase in nitrate uptake under low nitrate conditions.
27208309	bt1	nitrate uptake	Expression of the nitrate transporter genes NRT2.1 and NRT2.4 increased in the bt1/bt2 double mutant as compared to wild-type plants, with a concomitant 65% increase in nitrate uptake under low nitrate conditions.
27373308	FC1	culm strength	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm strength	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm strength	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm strength	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm strength	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm thickness	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm thickness	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm thickness	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm thickness	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm thickness	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm thickness	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm thickness	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm thickness	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm thickness	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27373308	FC1	culm thickness	The genes SCM2 and FC1 have been isolated for culm thickness, strength, and flexibility, but their functional nucleotide variations were still unknown.
27493611	ALD1	GM	These previous studies proposed that ALD1 is a potential candidate for developing genetically modified (GM) plants that may be resistant to pathogen infection.
27493611	ALD1	GM	These previous studies proposed that ALD1 is a potential candidate for developing genetically modified (GM) plants that may be resistant to pathogen infection.
27493611	ALD1	GM	These previous studies proposed that ALD1 is a potential candidate for developing genetically modified (GM) plants that may be resistant to pathogen infection.
27493611	ALD1	GM	GM rice plants over-expressing OsALD1 were resistant to the fungal infection.
27493611	ALD1	GM	GM rice plants over-expressing OsALD1 were resistant to the fungal infection.
27493611	ALD1	GM	GM rice plants over-expressing OsALD1 were resistant to the fungal infection.
27493611	ALD1	blast disease resistance	Taken together, we conclude that OsALD1 plays a role in disease resistance response of rice against the infection with rice blast fungus.
27493611	ALD1	blast disease resistance	Taken together, we conclude that OsALD1 plays a role in disease resistance response of rice against the infection with rice blast fungus.
27493611	ALD1	blast disease resistance	Taken together, we conclude that OsALD1 plays a role in disease resistance response of rice against the infection with rice blast fungus.
